Year Sold,Lot Area,Year Built,Zip Code,Quality
2007,11354,2000,5,7
2007,8749,2002,5,7
2007,8749,2003,5,7
2007,8158,2002,5,7
2007,16226,1998,5,8
2007,11927,1994,5,8
2007,12728,2001,5,8
2007,15295,1996,5,7
2007,11248,2002,5,9
2007,10000,1995,5,8
2007,4435,2003,5,6
2007,17227,1999,5,8
2007,8200,2003,5,7
2007,8450,2003,5,7
2007,8145,2007,5,7
2007,9245,2006,5,7
2007,8500,2004,5,7
2007,8769,2005,5,7
2007,8334,2006,5,6
2007,8333,2006,5,7
2007,9045,2005,5,5
2007,9170,1965,7,5
2007,9825,1967,7,5
2007,8308,1963,7,4
2007,10921,1965,7,4
2007,16287,1925,7,5
2007,8240,1960,7,6
2007,11841,1990,7,6
2007,6285,1976,7,6
2007,7917,1976,7,6
2007,9555,1979,7,5
2007,8536,2006,7,5
2007,7024,2005,7,5
2007,7023,2005,7,5
2007,39290,2008,7,10
2007,40094,2007,7,10
2007,3675,2005,7,6
2007,6400,1959,7,5
2007,6882,1955,7,4
2007,10215,1954,7,4
2007,8741,1946,7,5
2007,4270,1931,7,3
2007,10042,1920,7,6
2007,9450,1954,7,4
2007,11767,1910,7,4
2007,8172,1955,7,4
2007,8172,1955,7,4
2007,8190,1954,7,4
2007,10896,1914,21,6
2007,10890,1923,21,5
2007,10592,1923,6,6
2007,10594,1926,6,5
2007,7223,1926,6,5
2007,6821,1921,6,6
2007,7200,1937,21,5
2007,4000,1930,6,7
2007,6720,1921,6,6
2007,7642,1918,6,7
2007,7155,1926,6,6
2007,7128,1941,6,7
2007,4280,1913,6,5
2007,5362,1910,6,5
2007,6305,1938,6,5
2007,7136,1946,6,6
2007,6270,1949,6,5
2007,7230,1927,6,7
2007,13108,1951,6,5
2007,22420,1918,6,6
2007,12168,1934,6,8
2007,7810,1930,6,4
2007,11275,1932,6,6
2007,6221,1941,6,5
2007,10570,1932,6,8
2007,7259,1945,6,6
2007,14442,1957,6,6
2007,13125,1940,6,7
2007,21000,1953,6,6
2007,25485,1960,6,6
2007,21579,1968,6,6
2007,1782,1980,1,6
2007,17871,1995,6,4
2007,3907,1988,1,8
2007,20693,1971,6,7
2007,32668,1957,6,6
2007,18044,1986,6,8
2007,8500,1919,11,5
2007,7000,1940,11,6
2007,5000,1941,11,5
2007,7288,1925,11,5
2007,6060,1939,11,4
2007,9060,1923,11,5
2007,3672,1922,11,5
2007,8263,1920,11,6
2007,8967,1920,11,5
2007,13710,1950,11,5
2007,11067,1939,11,2
2007,8250,1895,11,5
2007,6565,1957,11,4
2007,6060,1930,11,5
2007,5568,2006,6,8
2007,4750,2006,6,8
2007,12150,1979,14,6
2007,7540,1978,14,6
2007,9187,1983,14,6
2007,10000,2002,14,5
2007,12864,2002,14,7
2007,9928,1991,14,7
2007,8750,1975,14,7
2007,8410,1974,14,6
2007,4054,1987,26,7
2007,9763,1998,10,7
2007,16905,1959,26,5
2007,19958,1958,26,6
2007,8368,2006,26,7
2007,8298,2006,26,8
2007,9037,2006,26,8
2007,10991,2007,26,8
2007,10656,2006,26,8
2007,10331,1985,26,7
2007,13758,1990,26,7
2007,9303,1996,26,6
2007,6718,2001,26,8
2007,9590,2003,26,7
2007,11305,2002,26,8
2007,7777,1996,26,6
2007,14536,2002,26,8
2007,11800,2003,26,7
2007,35133,1963,26,5
2007,15306,2006,26,8
2007,12633,2006,26,10
2007,12665,2005,26,8
2007,8402,2007,14,5
2007,43500,1953,14,3
2007,6710,1996,14,6
2007,25286,1963,14,4
2007,25000,1967,14,5
2007,32463,1961,14,4
2007,4224,1976,13,5
2007,4224,1976,13,5
2007,1504,1972,13,4
2007,1533,1970,13,4
2007,1495,1970,13,4
2007,2001,1970,13,4
2007,1936,1970,13,4
2007,1890,1976,13,4
2007,11333,1976,14,6
2007,9129,1977,14,5
2007,15957,1977,14,6
2007,33983,1977,14,5
2007,8286,1977,14,5
2007,6723,1971,14,5
2007,7244,1970,14,5
2007,27697,1961,14,4
2007,7599,1982,14,4
2007,11000,1976,14,5
2007,8314,1982,14,5
2007,11625,1983,14,5
2007,10712,1991,14,5
2007,10447,1984,14,5
2006,11027,1954,15,6
2006,10533,1956,15,6
2006,11765,1957,15,5
2006,39384,1957,15,6
2006,11727,1969,15,7
2006,8238,1997,8,6
2006,13006,1997,8,7
2006,13041,1995,8,6
2006,13031,1995,8,6
2006,9783,1996,8,6
2006,11207,1997,8,6
2006,19378,2005,8,7
2006,14859,2006,8,7
2006,13128,2005,8,8
2006,10463,2005,8,8
2006,13751,2005,8,7
2006,23257,2006,8,7
2006,13108,1994,25,8
2006,8076,1993,8,6
2006,7685,1993,8,6
2006,9084,1998,8,7
2006,3701,1987,25,8
2006,5306,1987,25,7
2006,6563,1985,25,8
2006,16023,2005,25,9
2006,18062,2006,25,10
2006,12292,2006,25,9
2006,16056,2005,25,9
2006,12438,2006,25,8
2006,16052,2006,25,10
2006,15922,2005,25,9
2006,13682,2006,25,10
2006,14762,1948,8,5
2006,34650,1955,8,5
2006,8147,2005,25,9
2006,11302,2005,25,8
2006,18261,2005,25,9
2006,14145,1984,17,7
2006,13837,1988,17,7
2006,16659,1977,17,7
2006,18800,1976,17,6
2006,10464,1980,17,6
2006,10400,1988,17,7
2006,10530,1978,17,7
2006,10240,1980,17,6
2006,16692,1978,17,7
2006,11475,1975,17,6
2006,9927,1976,17,7
2006,9512,2005,24,7
2006,10530,1975,17,6
2006,10140,1975,17,5
2006,10140,1976,17,7
2006,10140,1974,17,6
2006,10000,1974,17,6
2006,15870,1969,15,5
2006,9353,1970,15,4
2006,8125,1971,15,4
2006,7200,1971,15,4
2006,8773,2002,15,6
2006,2760,1973,2,6
2006,2160,1973,2,5
2006,1953,1973,2,6
2006,1890,1972,2,6
2006,1680,1971,2,6
2006,1680,1972,2,6
2006,1680,1972,2,6
2006,1680,1972,2,6
2006,1680,1972,2,6
2006,4043,1975,16,6
2006,7514,1967,15,5
2006,7838,1967,15,5
2006,2280,1976,16,7
2006,2179,1976,16,6
2006,16737,2004,19,9
2006,16387,2006,19,9
2006,16259,2006,19,9
2006,16163,2004,19,8
2006,13891,2006,19,10
2006,12228,2006,19,7
2006,14780,2005,19,9
2006,16033,2004,19,9
2006,14215,2005,19,8
2006,13418,2004,19,8
2006,13975,2005,19,9
2006,10240,2005,19,8
2006,9942,2005,19,9
2006,11924,2005,19,9
2006,12867,2005,19,8
2006,10672,2006,19,8
2006,11643,2005,19,8
2006,12378,2003,19,9
2006,11065,2006,19,8
2006,13758,2005,19,9
2006,14828,2004,19,9
2006,11846,2003,19,9
2006,20431,2005,19,9
2006,10927,2005,19,8
2006,13215,2004,19,8
2006,7052,2005,19,7
2006,5911,2005,19,9
2006,6955,2005,19,7
2006,6792,2005,19,7
2006,7740,2006,19,9
2006,6373,2006,19,9
2006,3136,2003,19,7
2006,10237,2005,8,6
2006,10237,2005,8,6
2006,10237,2006,8,7
2006,17104,2006,8,7
2006,14054,2006,8,7
2006,11660,2006,8,6
2006,15578,2006,8,6
2006,11631,2004,8,8
2006,9073,2006,8,7
2006,3087,2006,0,7
2006,3196,2003,0,7
2006,3196,2003,0,8
2006,2938,2002,0,7
2006,3072,2004,0,7
2006,3072,2004,0,7
2006,3010,2005,0,7
2006,3010,2005,0,7
2006,3013,2005,0,7
2006,3982,2006,0,8
2006,4045,2006,0,7
2006,21930,2005,8,5
2006,7861,2002,8,6
2006,9056,2004,8,8
2006,9171,2004,8,7
2006,11194,2000,8,8
2006,7875,2003,8,7
2006,8121,2000,8,6
2006,8658,2000,8,6
2006,11214,1998,8,7
2006,10852,2000,8,6
2006,12104,2006,8,7
2006,8738,1999,8,7
2006,9452,1997,18,8
2006,9660,1998,18,8
2006,9545,2000,18,8
2006,35760,1995,18,10
2006,9233,2000,18,9
2006,12011,1998,18,8
2006,12090,1998,18,8
2006,10019,1995,18,8
2006,17242,1993,18,9
2006,10236,1994,18,8
2006,10120,1994,18,8
2006,12585,1993,18,8
2006,12447,2005,24,8
2006,15218,2006,24,8
2006,20896,2005,24,8
2006,10182,2006,24,8
2006,8688,2005,24,7
2006,10936,2006,24,8
2006,8640,2006,24,8
2006,13162,2006,24,9
2006,11216,2006,24,8
2006,10728,2006,24,8
2006,8125,2005,24,7
2006,8125,2005,24,6
2006,8125,2006,24,7
2006,7200,2006,24,6
2006,7500,2005,24,7
2006,7200,2006,24,7
2006,7733,2005,23,6
2006,11024,2005,23,7
2006,13072,2005,23,6
2006,13072,2005,23,6
2006,13072,2004,23,6
2006,7800,2005,23,7
2006,7632,2005,23,7
2006,8304,1997,23,6
2006,7153,1992,23,6
2006,9370,1992,23,6
2006,7175,1990,23,6
2006,7175,1991,23,6
2006,9019,1994,23,6
2006,8900,1966,23,4
2006,7800,1965,23,5
2006,9100,1962,22,5
2006,9100,1963,22,5
2006,8927,1977,22,6
2006,9240,1962,22,5
2006,8471,1977,22,6
2006,9308,1965,22,5
2006,8450,1968,22,5
2006,8638,1963,22,5
2006,13052,1965,22,5
2006,13526,1965,22,5
2006,8020,1964,22,5
2006,6993,1961,22,5
2006,8789,1967,22,5
2006,14330,1974,27,7
2006,16059,1991,18,8
2006,11025,1992,18,8
2006,14541,1993,18,8
2006,13346,1992,18,7
2006,12461,1994,18,8
2006,3628,2004,24,7
2006,3316,2005,24,8
2006,3180,2005,24,7
2006,2544,2005,24,7
2006,2544,2005,24,7
2006,3180,2005,24,7
2006,2998,2000,24,6
2006,3735,1999,24,7
2006,2651,2000,24,7
2006,4447,2003,24,7
2006,8314,1997,24,7
2006,7180,2001,24,8
2006,9549,1995,27,8
2006,11250,1977,27,6
2006,3760,1980,9,8
2006,3640,1980,9,8
2006,3874,1980,9,8
2006,3876,1978,9,8
2006,50271,1981,27,9
2006,13110,1972,17,5
2006,10192,1968,17,7
2006,20781,1968,17,7
2006,11700,1968,17,6
2006,11029,1968,17,6
2006,10400,1972,17,6
2006,10140,1967,17,7
2006,9600,1969,17,7
2006,9750,1967,15,5
2006,9600,1968,15,5
2006,8640,1968,15,5
2006,9360,1968,15,6
2006,8400,1968,15,5
2006,8400,1968,15,5
2006,9759,1966,15,5
2006,9600,1967,15,5
2006,9230,1965,15,5
2006,14803,1971,17,6
2006,10659,1961,15,5
2006,9100,1958,15,5
2006,8393,1959,15,5
2006,8800,1965,15,6
2006,8800,1964,15,6
2006,10368,1964,15,6
2006,9350,1964,15,5
2006,10382,1958,15,6
2006,8973,1958,15,5
2006,10800,1960,15,5
2006,8550,1934,15,6
2006,11425,1954,15,5
2006,9724,1947,15,5
2006,4712,1946,3,4
2006,5900,1923,3,4
2006,5825,1926,3,4
2006,7438,1908,3,5
2006,9600,1961,15,5
2006,10858,1952,15,5
2006,9600,1951,15,5
2006,10680,1951,15,5
2006,9490,1941,15,6
2006,9462,1949,15,5
2006,9888,1954,15,5
2006,8917,1967,15,5
2006,12700,1964,15,6
2006,8500,1961,15,5
2006,14200,1966,15,7
2006,9000,1954,15,5
2006,25419,1918,15,8
2006,9723,1963,15,6
2006,7728,1962,15,5
2006,8163,1959,15,5
2006,8400,1957,15,5
2006,11600,1960,15,6
2006,9610,1958,15,6
2006,10000,1956,15,5
2006,14850,1957,15,5
2006,10152,1956,15,6
2006,10011,1957,15,5
2006,7032,1979,15,5
2006,8092,1954,15,6
2006,11310,1954,15,6
2006,12778,1952,15,5
2006,10170,1951,15,6
2006,7700,1956,15,5
2006,11050,1956,15,5
2006,13600,1955,15,5
2006,15428,1951,15,5
2006,21299,1941,15,7
2006,13300,1956,15,5
2006,22136,1925,20,5
2006,7500,1947,15,6
2006,7000,1924,20,6
2006,10410,1930,20,3
2006,5400,1954,20,5
2006,5400,1921,20,5
2006,10914,1929,15,3
2006,7008,1900,20,4
2006,10800,1920,20,5
2006,7200,1915,20,6
2006,10818,1910,20,4
2006,10410,1915,20,3
2006,10800,1900,20,5
2006,10800,1936,20,5
2006,8658,1965,15,6
2006,13400,1966,15,5
2006,10184,1963,15,6
2006,9786,1962,15,6
2006,9510,1962,15,6
2006,7800,1964,15,5
2006,8910,1959,15,6
2006,7332,1959,15,6
2006,7100,1957,15,5
2006,10800,1961,15,6
2006,11650,1959,15,7
2006,18275,1962,15,7
2006,16321,1957,15,5
2006,12144,1950,15,4
2006,10800,1949,15,4
2006,7200,1950,15,5
2006,7200,1950,15,4
2006,7560,1959,15,5
2006,8544,1950,15,3
2006,8544,1949,15,3
2006,8544,1950,15,3
2006,8512,1960,15,5
2006,7945,1959,15,5
2006,7000,1961,15,5
2006,7590,1966,15,6
2006,10205,1962,15,5
2006,7400,1962,15,7
2006,7000,1962,15,5
2006,7000,1962,15,5
2006,9856,1900,20,5
2006,9906,1925,20,4
2006,9600,1948,20,5
2006,5520,1920,20,4
2006,9600,1900,20,6
2006,9600,1925,20,7
2006,6451,1900,20,7
2006,3960,1930,20,7
2006,5684,1930,20,6
2006,7745,1900,20,4
2006,7741,1924,20,6
2006,5633,1925,20,5
2006,9000,1880,20,5
2006,7200,1950,20,4
2006,4400,1920,20,6
2006,7614,1905,20,3
2006,6000,1955,20,5
2006,6000,1924,20,5
2006,7830,1921,20,3
2006,9576,1945,20,6
2006,5820,1955,20,3
2006,5747,1920,20,3
2006,9142,1910,20,6
2006,9600,1900,20,4
2006,10800,1914,20,7
2006,6300,1910,20,7
2006,5000,1900,20,5
2006,8850,1916,20,7
2006,3600,1910,20,6
2006,7200,1920,20,7
2006,11340,1923,20,6
2006,22950,1892,20,10
2006,5976,1920,20,5
2006,9750,1958,20,5
2006,4761,1918,11,3
2006,7446,1941,3,4
2006,6435,1939,3,6
2006,11737,1924,3,6
2006,5000,1947,3,6
2006,7800,1939,20,5
2006,6240,1934,3,6
2006,6240,1936,3,5
2006,6120,1930,3,3
2006,6120,1925,3,5
2006,6240,1947,3,4
2006,6240,1928,3,5
2006,6120,1930,3,5
2006,6000,1925,20,6
2006,6000,1921,3,5
2006,6380,1922,3,5
2006,11672,1925,3,5
2006,33120,1962,20,6
2006,9873,1970,3,4
2006,5310,1910,20,6
2006,4118,1941,20,4
2006,10320,1924,11,4
2006,7518,1910,11,5
2006,9000,1919,11,5
2006,8600,1937,11,6
2006,7200,1938,11,5
2006,9786,1922,11,3
2006,6780,1935,11,6
2006,7200,1930,11,6
2006,12375,1951,22,5
2006,11136,1964,22,6
2006,21370,1950,22,5
2006,6930,1958,4,5
2006,8250,1935,7,5
2006,5220,1936,21,5
2006,5500,2004,21,7
2006,11235,1963,22,4
2006,10791,1967,22,4
2006,8414,1963,22,6
2006,11327,1967,22,5
2006,11777,1966,22,5
2006,10366,1964,22,6
2006,9000,1966,22,5
2006,11553,1968,22,5
2006,7844,1978,22,6
2006,9535,1967,22,5
2006,10335,1968,22,5
2006,7176,1978,22,6
2006,9662,1977,22,5
2006,8235,1977,22,5
2006,13650,1958,22,5
2006,13125,1957,22,5
2006,17920,1955,22,5
2006,17529,1924,22,5
2006,10246,1965,22,4
2006,14175,1956,22,5
2006,20355,1967,4,7
2006,13050,1963,4,5
2006,15593,1953,4,7
2006,10820,1971,22,5
2006,13350,1974,22,5
2006,1700,1980,4,7
2006,5271,1986,4,7
2006,9375,1954,7,4
2006,6488,1942,7,5
2006,7800,1948,7,5
2006,19690,1966,7,6
2006,19950,1928,7,6
2006,19800,1935,7,6
2006,11679,1962,7,5
2006,12048,1952,7,5
2006,10519,1955,7,5
2006,9525,1954,7,6
2006,9525,1953,7,6
2006,6420,1952,7,5
2006,8335,1954,7,5
2006,7585,1948,7,5
2006,11200,1985,23,6
2006,12128,1989,23,6
2006,9554,1993,23,8
2006,9069,1993,23,6
2006,11003,2005,5,7
2006,7488,2005,5,7
2006,7406,2006,5,7
2006,6762,2006,5,7
2006,11210,2005,5,7
2006,8990,2006,5,7
2006,8760,2006,5,7
2006,13377,2006,5,6
2006,11645,2005,5,7
2006,11645,2005,5,8
2006,10984,2005,5,7
2006,9316,2005,5,7
2006,9316,2005,5,7
2006,10041,1992,23,8
2006,36500,1964,4,5
2006,21453,1969,4,6
2006,70761,1975,4,7
2006,12000,1968,4,6
2006,8846,1996,5,5
2006,13015,1996,5,5
2006,12438,1995,5,6
2006,8685,1998,5,7
2006,13568,1995,5,5
2006,9100,2000,5,7
2006,9236,1997,5,6
2006,10264,1999,5,7
2006,9272,1999,5,7
2006,13426,1999,5,7
2006,13450,2002,5,7
2006,14006,2002,5,7
2006,13704,2001,5,7
2006,10780,1976,5,5
2006,8340,1977,5,6
2006,10385,1978,5,6
2006,9920,1969,5,5
2006,9560,1972,5,5
2006,9800,1972,5,5
2006,7200,1972,5,5
2006,3612,1993,12,6
2006,11367,2002,5,8
2006,9930,2002,5,7
2006,9468,1999,5,6
2006,11088,2002,5,8
2006,14781,2001,5,8
2006,8726,2002,5,7
2006,8125,2002,5,7
2006,10566,1999,5,8
2006,21533,1996,5,7
2006,11250,1998,5,7
2006,11250,1995,5,7
2006,9750,1998,5,7
2006,9100,2004,5,7
2006,4435,2003,5,6
2006,4435,2004,5,6
2006,15611,2006,5,8
2006,8810,2003,5,7
2006,12393,2004,5,7
2006,9135,2003,5,6
2006,8581,2006,5,7
2006,8400,2005,5,7
2006,10084,2005,5,7
2006,11645,2004,5,7
2006,8772,2005,5,7
2006,8846,2005,5,6
2006,8461,2005,5,6
2006,8767,2005,5,7
2006,8777,1910,7,4
2006,17755,1959,7,5
2006,8877,1951,7,4
2006,7840,1975,7,6
2006,9400,1975,7,6
2006,16133,1969,7,5
2006,7162,2003,7,7
2006,8050,2002,7,6
2006,11060,2003,7,7
2006,3675,2005,7,5
2006,3675,2005,7,6
2006,3675,2005,7,6
2006,2522,2004,7,7
2006,2522,2004,7,7
2006,2522,2004,7,6
2006,2522,2004,7,7
2006,3363,2004,7,7
2006,6956,1948,7,4
2006,7822,1915,7,6
2006,8707,1924,7,4
2006,8410,1910,7,5
2006,9738,1924,7,5
2006,8172,1955,7,5
2006,16012,1954,7,4
2006,8248,1918,7,5
2006,8248,1922,7,4
2006,6204,1912,21,4
2006,8088,1922,7,2
2006,11388,1910,7,4
2006,7082,1916,21,5
2006,8400,1940,21,6
2006,10890,1938,21,5
2006,6430,1945,21,6
2006,7000,1926,21,7
2006,13132,1914,6,5
2006,4899,1920,21,6
2006,6000,1926,21,5
2006,9399,1919,6,7
2006,7588,1920,6,7
2006,10164,1939,21,5
2006,6191,1941,21,5
2006,9550,1915,6,7
2006,21780,1920,6,6
2006,11435,1929,6,8
2006,12400,1940,6,5
2006,11600,1922,6,4
2006,11500,1936,6,7
2006,8170,1929,6,7
2006,16560,1932,6,6
2006,12320,1932,6,7
2006,14210,1930,6,6
2006,14115,1956,6,6
2006,12984,1977,6,5
2006,15600,1950,6,5
2006,15750,1953,6,5
2006,16381,1969,6,6
2006,7288,1942,11,5
2006,7000,1926,11,6
2006,8534,1925,11,4
2006,7030,1925,11,4
2006,8765,1936,11,4
2006,9060,1957,11,6
2006,11040,1920,11,4
2006,12366,1945,11,3
2006,9000,1949,11,2
2006,9000,1951,11,5
2006,8520,1916,11,3
2006,5748,2005,6,8
2006,3842,2004,6,8
2006,23580,1979,14,6
2006,8385,1978,14,6
2006,9116,2001,14,8
2006,10530,1977,14,6
2006,11080,1975,14,6
2006,11070,1988,14,7
2006,26178,1989,26,7
2006,8239,1986,10,7
2006,50102,1958,26,6
2006,16669,1981,26,8
2006,13811,1987,26,6
2006,8049,1990,26,7
2006,11170,1990,26,7
2006,8098,2000,26,6
2006,14331,2002,26,8
2006,13618,2005,26,8
2006,11443,2005,26,8
2006,11577,2005,26,9
2006,31250,1951,14,1
2006,7020,1997,14,7
2006,4500,1998,14,6
2006,4500,1998,14,6
2006,17217,2006,14,5
2006,2665,1977,13,5
2006,2665,1977,13,5
2006,3964,1973,13,6
2006,10172,1968,14,5
2006,11836,1970,14,5
2006,1470,1970,13,4
2006,1484,1972,13,4
2006,13384,1969,14,5
2006,1533,1970,13,5
2006,1533,1970,13,4
2006,1526,1970,13,4
2006,1936,1970,13,4
2006,1894,1970,13,4
2006,12640,1976,14,6
2006,9297,1976,14,5
2006,17400,1977,14,5
2006,20000,1960,14,5
2006,7937,1984,14,6
2006,8885,1983,14,5
2006,10441,1992,14,5
2006,10010,1974,14,5
2006,9627,1993,14,7
